product,store_id,brand_id,date,quantity,MA7_P,LAG7_P,MA7_B,LAG7_B,MA7_S,LAG7_S
0,,0,2021-01-17,10,8.142857142857142,3.0,,,,
0,,0,2021-01-17,16,10.857142857142858,12.0,,,,
0,,0,2021-01-18,11,4.428571428571429,7.0,,,,
0,,0,2021-01-18,14,9.285714285714286,19.0,,,,
0,,0,2021-01-18,13,10.285714285714286,17.0,,,,
0,,0,2021-01-18,9,7.857142857142857,11.0,,,,
0,,0,2021-01-18,13,10.142857142857142,18.0,,,,
0,,0,2021-01-19,11,5.714285714285714,2.0,,,,
0,,0,2021-01-19,3,9.285714285714286,3.0,,,,
0,,0,2021-01-19,14,9.571428571428571,19.0,,,,
0,,0,2021-01-19,14,8.857142857142858,7.0,,,,
0,,0,2021-01-19,11,11.428571428571429,2.0,,,,
0,,0,2021-01-20,16,7.857142857142857,1.0,,,,
0,,0,2021-01-20,14,10.0,9.0,,,,
0,,0,2021-01-20,13,10.571428571428571,6.0,,,,
0,,0,2021-01-20,16,11.0,1.0,,,,
0,,0,2021-01-20,11,11.714285714285714,9.0,,,,
0,,0,2021-01-21,9,7.571428571428571,11.0,,,,
0,,0,2021-01-21,1,9.857142857142858,2.0,,,,
0,,0,2021-01-21,6,11.142857142857142,2.0,,,,
0,,0,2021-01-21,7,10.285714285714286,12.0,,,,
0,,0,2021-01-21,10,13.0,1.0,,,,
0,,0,2021-01-22,15,9.0,5.0,,,,
0,,0,2021-01-22,14,10.714285714285714,8.0,,,,
0,,0,2021-01-22,16,11.857142857142858,11.0,,,,
0,,0,2021-01-22,17,10.571428571428571,15.0,,,,
0,,0,2021-01-22,6,12.142857142857142,12.0,,,,
0,,0,2021-01-23,14,10.857142857142858,1.0,,,,
0,,0,2021-01-23,7,10.0,12.0,,,,
0,,0,2021-01-23,11,13.142857142857142,2.0,,,,
0,,0,2021-01-23,8,11.571428571428571,1.0,,,,
0,,0,2021-01-23,3,10.0,18.0,,,,
0,,0,2021-01-24,14,12.857142857142858,0.0,,,,
0,,0,2021-01-24,7,8.571428571428571,17.0,,,,
0,,0,2021-01-24,19,13.142857142857142,19.0,,,,
0,,0,2021-01-24,7,11.142857142857142,10.0,,,,
0,,0,2021-01-24,18,10.285714285714286,16.0,,,,
0,,0,2021-01-25,18,13.857142857142858,11.0,,,,
0,,0,2021-01-25,16,8.857142857142858,14.0,,,,
0,,0,2021-01-25,3,11.714285714285714,13.0,,,,
0,,0,2021-01-25,13,11.714285714285714,9.0,,,,
0,,0,2021-01-25,0,8.428571428571429,13.0,,,,
0,,0,2021-01-26,11,13.857142857142858,11.0,,,,
0,,0,2021-01-26,11,10.0,3.0,,,,
0,,0,2021-01-26,8,10.857142857142858,14.0,,,,
0,,0,2021-01-26,17,12.142857142857142,14.0,,,,
0,,0,2021-01-26,2,7.142857142857143,11.0,,,,
0,,0,2021-01-27,19,14.285714285714286,16.0,,,,
0,,0,2021-01-27,18,10.571428571428571,14.0,,,,
0,,0,2021-01-27,5,9.714285714285714,13.0,,,,
0,,0,2021-01-27,19,12.571428571428571,16.0,,,,
0,,0,2021-01-27,12,7.285714285714286,11.0,,,,
0,,0,2021-01-28,2,13.285714285714286,9.0,,,,
0,,0,2021-01-28,9,11.714285714285714,1.0,,,,
0,,0,2021-01-28,15,11.0,6.0,,,,
0,,0,2021-01-28,19,14.285714285714286,7.0,,,,
0,,0,2021-01-28,14,7.857142857142857,10.0,,,,
0,,0,2021-01-29,4,11.714285714285714,15.0,,,,
0,,0,2021-01-29,8,10.857142857142858,14.0,,,,
0,,0,2021-01-29,1,8.857142857142858,16.0,,,,
0,,0,2021-01-29,11,13.428571428571429,17.0,,,,
0,,0,2021-01-29,1,7.142857142857143,6.0,,,,
0,,0,2021-01-30,18,12.285714285714286,14.0,,,,
0,,0,2021-01-30,4,10.428571428571429,7.0,,,,
0,,0,2021-01-30,7,8.285714285714286,11.0,,,,
0,,0,2021-01-30,18,14.857142857142858,8.0,,,,
0,,0,2021-01-30,10,8.142857142857142,3.0,,,,
0,,0,2021-01-31,6,11.142857142857142,14.0,,,,
0,,0,2021-01-31,5,10.142857142857142,7.0,,,,
0,,0,2021-01-31,10,7.0,19.0,,,,
0,,0,2021-01-31,13,15.714285714285714,7.0,,,,
0,,0,2021-01-31,3,6.0,18.0,,,,
0,,0,2021-02-01,8,9.714285714285714,18.0,,,,
0,,0,2021-02-01,19,10.571428571428571,16.0,,,,
0,,0,2021-02-01,12,8.285714285714286,3.0,,,,
0,,0,2021-02-01,16,16.142857142857142,13.0,,,,
0,,0,2021-02-01,18,8.571428571428571,0.0,,,,
0,,0,2021-02-02,6,9.0,11.0,,,,
0,,0,2021-02-02,1,9.142857142857142,11.0,,,,
0,,0,2021-02-02,16,9.428571428571429,8.0,,,,
0,,0,2021-02-02,2,14.0,17.0,,,,
0,,0,2021-02-02,16,10.571428571428571,2.0,,,,
0,,0,2021-02-03,17,8.714285714285714,19.0,,,,
0,,0,2021-02-03,12,8.285714285714286,18.0,,,,
0,,0,2021-02-03,7,9.714285714285714,5.0,,,,
0,,0,2021-02-03,6,12.142857142857142,19.0,,,,
0,,0,2021-02-03,2,9.142857142857142,12.0,,,,
0,,0,2021-02-04,3,8.857142857142858,2.0,,,,
0,,0,2021-02-04,5,7.714285714285714,9.0,,,,
0,,0,2021-02-04,17,10.0,15.0,,,,
0,,0,2021-02-04,16,11.714285714285714,19.0,,,,
0,,0,2021-02-04,17,9.571428571428571,14.0,,,,
0,,0,2021-02-05,13,10.142857142857142,4.0,,,,
0,,0,2021-02-05,4,7.142857142857143,8.0,,,,
0,,0,2021-02-05,17,12.285714285714286,1.0,,,,
0,,0,2021-02-05,11,11.714285714285714,11.0,,,,
0,,0,2021-02-05,7,10.428571428571429,1.0,,,,
0,,0,2021-02-06,17,10.0,18.0,,,,
0,,0,2021-02-06,0,6.571428571428571,4.0,,,,
0,,0,2021-02-06,13,13.142857142857142,7.0,,,,
0,,0,2021-02-06,8,10.285714285714286,18.0,,,,
0,,0,2021-02-06,18,11.571428571428571,10.0,,,,
0,,0,2021-02-07,8,10.285714285714286,6.0,,,,
0,,0,2021-02-07,5,6.571428571428571,5.0,,,,
0,,0,2021-02-07,14,13.714285714285714,10.0,,,,
0,,0,2021-02-07,14,10.428571428571429,13.0,,,,
0,,0,2021-02-07,4,11.714285714285714,3.0,,,,
0,,0,2021-02-08,1,9.285714285714286,8.0,,,,
0,,0,2021-02-08,5,4.571428571428571,19.0,,,,
0,,0,2021-02-08,5,12.714285714285714,12.0,,,,
0,,0,2021-02-08,17,10.571428571428571,16.0,,,,
0,,0,2021-02-08,6,10.0,18.0,,,,
0,,0,2021-02-09,19,11.142857142857142,6.0,,,,
0,,0,2021-02-09,15,6.571428571428571,1.0,,,,
0,,0,2021-02-09,10,11.857142857142858,16.0,,,,
0,,0,2021-02-09,12,12.0,2.0,,,,
0,,0,2021-02-09,7,8.714285714285714,16.0,,,,
0,,0,2021-02-10,14,10.714285714285714,17.0,,,,
0,,0,2021-02-10,3,5.285714285714286,12.0,,,,
0,,0,2021-02-10,12,12.571428571428571,7.0,,,,
0,,0,2021-02-10,7,12.142857142857142,6.0,,,,
0,,0,2021-02-10,4,9.0,2.0,,,,
0,,0,2021-02-11,6,11.142857142857142,3.0,,,,
0,,0,2021-02-11,10,6.0,5.0,,,,
0,,0,2021-02-11,0,10.142857142857142,17.0,,,,
0,,0,2021-02-11,13,11.714285714285714,16.0,,,,
0,,0,2021-02-11,16,8.857142857142858,17.0,,,,
0,,0,2021-02-12,11,10.857142857142858,13.0,,,,
0,,0,2021-02-12,8,6.571428571428571,4.0,,,,
0,,0,2021-02-12,5,8.428571428571429,17.0,,,,
0,,0,2021-02-12,7,11.142857142857142,11.0,,,,
0,,0,2021-02-12,4,8.428571428571429,7.0,,,,
0,,0,2021-02-13,7,9.428571428571429,17.0,,,,
0,,0,2021-02-13,2,6.857142857142857,0.0,,,,
0,,0,2021-02-13,8,7.714285714285714,13.0,,,,
0,,0,2021-02-13,13,11.857142857142858,8.0,,,,
0,,0,2021-02-13,3,6.285714285714286,18.0,,,,
0,,0,2021-02-14,14,10.285714285714286,8.0,,,,
0,,0,2021-02-14,18,8.714285714285714,5.0,,,,
0,,0,2021-02-14,7,6.714285714285714,14.0,,,,
0,,0,2021-02-14,6,10.714285714285714,14.0,,,,
0,,0,2021-02-14,18,8.285714285714286,4.0,,,,
0,,0,2021-02-15,2,10.428571428571429,1.0,,,,
0,,0,2021-02-15,7,9.0,5.0,,,,
0,,0,2021-02-15,10,7.428571428571429,5.0,,,,
0,,0,2021-02-15,11,9.857142857142858,17.0,,,,
0,,0,2021-02-15,1,7.571428571428571,6.0,,,,
0,,0,2021-02-16,13,9.571428571428571,19.0,,,,
0,,0,2021-02-16,4,7.428571428571429,15.0,,,,
0,,0,2021-02-16,18,8.571428571428571,10.0,,,,
0,,0,2021-02-16,10,9.571428571428571,12.0,,,,
0,,0,2021-02-16,10,8.0,7.0,,,,
0,,0,2021-02-17,16,9.857142857142858,14.0,,,,
0,,0,2021-02-17,3,7.428571428571429,3.0,,,,
0,,0,2021-02-17,8,8.0,12.0,,,,
0,,0,2021-02-17,10,10.0,7.0,,,,
0,,0,2021-02-17,12,9.142857142857142,4.0,,,,
0,,0,2021-02-18,3,9.428571428571429,6.0,,,,
0,,0,2021-02-18,5,6.714285714285714,10.0,,,,
0,,0,2021-02-18,16,10.285714285714286,0.0,,,,
0,,0,2021-02-18,12,9.857142857142858,13.0,,,,
0,,0,2021-02-18,14,8.857142857142858,16.0,,,,
0,,0,2021-02-19,17,10.285714285714286,11.0,,,,
0,,0,2021-02-19,1,5.714285714285714,8.0,,,,
0,,0,2021-02-19,11,11.142857142857142,5.0,,,,
0,,0,2021-02-19,17,11.285714285714286,7.0,,,,
0,,0,2021-02-19,11,9.857142857142858,4.0,,,,
0,,0,2021-02-20,7,10.285714285714286,7.0,,,,
0,,0,2021-02-20,19,8.142857142857142,2.0,,,,
0,,0,2021-02-20,13,11.857142857142858,8.0,,,,
0,,0,2021-02-20,1,9.571428571428571,13.0,,,,
0,,0,2021-02-20,10,10.857142857142858,3.0,,,,
0,,0,2021-02-21,3,8.714285714285714,14.0,,,,
0,,0,2021-02-21,10,7.0,18.0,,,,
0,,0,2021-02-21,14,12.857142857142858,7.0,,,,
0,,0,2021-02-21,14,10.714285714285714,6.0,,,,
0,,0,2021-02-21,6,9.142857142857142,18.0,,,,
0,,0,2021-02-22,1,8.571428571428571,2.0,,,,
0,,0,2021-02-22,3,6.428571428571429,7.0,,,,
0,,0,2021-02-22,15,13.571428571428571,10.0,,,,
0,,0,2021-02-22,19,11.857142857142858,11.0,,,,
0,,0,2021-02-22,4,9.571428571428571,1.0,,,,
0,,0,2021-02-23,5,7.428571428571429,13.0,,,,
0,,0,2021-02-23,14,7.857142857142857,4.0,,,,
0,,0,2021-02-23,19,13.714285714285714,18.0,,,,
0,,0,2021-02-23,17,12.857142857142858,10.0,,,,
0,,0,2021-02-23,16,10.428571428571429,10.0,,,,
0,,0,2021-02-24,9,6.428571428571429,16.0,,,,
0,,0,2021-02-24,5,8.142857142857142,3.0,,,,
0,,0,2021-02-24,0,12.571428571428571,8.0,,,,
0,,0,2021-02-24,14,13.428571428571429,10.0,,,,
0,,0,2021-02-24,19,11.428571428571429,12.0,,,,
0,,0,2021-02-25,3,6.428571428571429,3.0,,,,
0,,0,2021-02-25,16,9.714285714285714,5.0,,,,
0,,0,2021-02-25,9,11.571428571428571,16.0,,,,
0,,0,2021-02-25,18,14.285714285714286,12.0,,,,
0,,0,2021-02-25,8,10.571428571428571,14.0,,,,
0,,0,2021-02-26,17,6.428571428571429,17.0,,,,
0,,0,2021-02-26,5,10.285714285714286,1.0,,,,
0,,0,2021-02-26,7,11.0,11.0,,,,
0,,0,2021-02-26,11,13.428571428571429,17.0,,,,
0,,0,2021-02-26,13,10.857142857142858,11.0,,,,
0,,0,2021-02-27,11,7.0,7.0,,,,
0,,0,2021-02-27,18,10.142857142857142,19.0,,,,
0,,0,2021-02-27,17,11.571428571428571,13.0,,,,
0,,0,2021-02-27,12,15.0,1.0,,,,
0,,0,2021-02-27,11,11.0,10.0,,,,
0,,0,2021-02-28,1,6.714285714285714,3.0,,,,
0,,0,2021-02-28,1,8.857142857142858,10.0,,,,
0,,0,2021-02-28,0,9.571428571428571,14.0,,,,
0,,0,2021-02-28,10,14.428571428571429,14.0,,,,
0,,0,2021-02-28,5,10.857142857142858,6.0,,,,
0,,0,2021-03-01,9,7.857142857142857,1.0,,,,
0,,0,2021-03-01,14,10.428571428571429,3.0,,,,
0,,0,2021-03-01,1,7.571428571428571,15.0,,,,
0,,0,2021-03-01,4,12.285714285714286,19.0,,,,
0,,0,2021-03-01,16,12.571428571428571,4.0,,,,
0,,0,2021-03-02,3,7.571428571428571,5.0,,,,
0,,0,2021-03-02,10,9.857142857142858,14.0,,,,
0,,0,2021-03-02,0,4.857142857142857,19.0,,,,
0,,0,2021-03-02,0,9.857142857142858,17.0,,,,
0,,0,2021-03-02,18,12.857142857142858,16.0,,,,
0,,0,2021-03-03,13,8.142857142857142,9.0,,,,
0,,0,2021-03-03,7,10.142857142857142,5.0,,,,
0,,0,2021-03-03,0,4.857142857142857,0.0,,,,
0,,0,2021-03-03,2,8.142857142857142,14.0,,,,
0,,0,2021-03-03,18,12.714285714285714,19.0,,,,
0,,0,2021-03-04,15,9.857142857142858,3.0,,,,
0,,0,2021-03-04,18,10.428571428571429,16.0,,,,
0,,0,2021-03-04,8,4.714285714285714,9.0,,,,
0,,0,2021-03-04,18,8.142857142857142,18.0,,,,
0,,0,2021-03-04,15,13.714285714285714,8.0,,,,
0,,0,2021-03-05,14,9.428571428571429,17.0,,,,
0,,0,2021-03-05,12,11.428571428571429,5.0,,,,
0,,0,2021-03-05,12,5.428571428571429,7.0,,,,
0,,0,2021-03-05,6,7.428571428571429,11.0,,,,
0,,0,2021-03-05,11,13.428571428571429,13.0,,,,
0,,0,2021-03-06,7,8.857142857142858,11.0,,,,
0,,0,2021-03-06,11,10.428571428571429,18.0,,,,
0,,0,2021-03-06,0,3.0,17.0,,,,
0,,0,2021-03-06,11,7.285714285714286,12.0,,,,
0,,0,2021-03-06,11,13.428571428571429,11.0,,,,
0,,0,2021-03-07,13,10.571428571428571,1.0,,,,
0,,0,2021-03-07,4,10.857142857142858,1.0,,,,
0,,0,2021-03-07,12,4.714285714285714,0.0,,,,
0,,0,2021-03-07,14,7.857142857142857,10.0,,,,
0,,0,2021-03-07,19,15.428571428571429,5.0,,,,
0,,0,2021-03-08,7,10.285714285714286,9.0,,,,
0,,0,2021-03-08,5,9.571428571428571,14.0,,,,
0,,0,2021-03-08,19,7.285714285714286,1.0,,,,
0,,0,2021-03-08,4,7.857142857142857,4.0,,,,
0,,0,2021-03-08,5,13.857142857142858,16.0,,,,
0,,0,2021-03-09,15,12.0,3.0,,,,
0,,0,2021-03-09,3,8.571428571428571,10.0,,,,
0,,0,2021-03-09,6,8.142857142857142,0.0,,,,
0,,0,2021-03-09,14,9.857142857142858,0.0,,,,
0,,0,2021-03-09,3,11.714285714285714,18.0,,,,
0,,0,2021-03-10,12,11.857142857142858,13.0,,,,
0,,0,2021-03-10,18,10.142857142857142,7.0,,,,
0,,0,2021-03-10,1,8.285714285714286,0.0,,,,
0,,0,2021-03-10,7,10.571428571428571,2.0,,,,
0,,0,2021-03-10,5,9.857142857142858,18.0,,,,
0,,0,2021-03-11,17,12.142857142857142,15.0,,,,
0,,0,2021-03-11,19,10.285714285714286,18.0,,,,
0,,0,2021-03-11,5,7.857142857142857,8.0,,,,
0,,0,2021-03-11,9,9.285714285714286,18.0,,,,
0,,0,2021-03-11,10,9.142857142857142,15.0,,,,
0,,0,2021-03-12,14,12.142857142857142,14.0,,,,
0,,0,2021-03-12,0,8.571428571428571,12.0,,,,
0,,0,2021-03-12,6,7.0,12.0,,,,
0,,0,2021-03-12,15,10.571428571428571,6.0,,,,
0,,0,2021-03-12,0,7.571428571428571,11.0,,,,
0,,0,2021-03-13,12,12.857142857142858,7.0,,,,
0,,0,2021-03-13,19,9.714285714285714,11.0,,,,
0,,0,2021-03-13,13,8.857142857142858,0.0,,,,
0,,0,2021-03-13,7,10.0,11.0,,,,
0,,0,2021-03-13,14,8.0,11.0,,,,
0,,0,2021-03-14,8,12.142857142857142,13.0,,,,
0,,0,2021-03-14,16,11.428571428571429,4.0,,,,
0,,0,2021-03-14,17,9.571428571428571,12.0,,,,
0,,0,2021-03-14,0,8.0,14.0,,,,
0,,0,2021-03-14,10,6.714285714285714,19.0,,,,
0,,0,2021-03-15,14,13.142857142857142,7.0,,,,
0,,0,2021-03-15,11,12.285714285714286,5.0,,,,
0,,0,2021-03-15,14,8.857142857142858,19.0,,,,
0,,0,2021-03-15,11,9.0,4.0,,,,
0,,0,2021-03-15,18,8.571428571428571,5.0,,,,
0,,0,2021-03-16,12,12.714285714285714,15.0,,,,
0,,0,2021-03-16,14,13.857142857142858,3.0,,,,
0,,0,2021-03-16,1,8.142857142857142,6.0,,,,
0,,0,2021-03-16,4,7.571428571428571,14.0,,,,
0,,0,2021-03-16,17,10.571428571428571,3.0,,,,
0,,0,2021-03-17,0,11.0,12.0,,,,
0,,0,2021-03-17,0,11.285714285714286,18.0,,,,
0,,0,2021-03-17,9,9.285714285714286,1.0,,,,
0,,0,2021-03-17,2,6.857142857142857,7.0,,,,
0,,0,2021-03-17,16,12.142857142857142,5.0,,,,
0,,0,2021-03-18,6,9.428571428571429,17.0,,,,
0,,0,2021-03-18,13,10.428571428571429,19.0,,,,
0,,0,2021-03-18,11,10.142857142857142,5.0,,,,
0,,0,2021-03-18,0,5.571428571428571,9.0,,,,
0,,0,2021-03-18,18,13.285714285714286,10.0,,,,
0,,0,2021-03-19,8,8.571428571428571,14.0,,,,
0,,0,2021-03-19,5,11.142857142857142,0.0,,,,
0,,0,2021-03-19,16,11.571428571428571,6.0,,,,
0,,0,2021-03-19,3,3.857142857142857,15.0,,,,
0,,0,2021-03-19,13,15.142857142857142,0.0,,,,
0,,0,2021-03-20,0,6.857142857142857,12.0,,,,
0,,0,2021-03-20,4,9.0,19.0,,,,
0,,0,2021-03-20,7,10.714285714285714,13.0,,,,
0,,0,2021-03-20,7,3.857142857142857,7.0,,,,
0,,0,2021-03-20,17,15.571428571428571,14.0,,,,
0,,0,2021-03-21,11,7.285714285714286,8.0,,,,
0,,0,2021-03-21,10,8.142857142857142,16.0,,,,
0,,0,2021-03-21,10,9.714285714285714,17.0,,,,
0,,0,2021-03-21,2,4.142857142857143,0.0,,,,
0,,0,2021-03-21,18,16.714285714285715,10.0,,,,
0,,0,2021-03-22,7,6.285714285714286,14.0,,,,
0,,0,2021-03-22,3,7.0,11.0,,,,
0,,0,2021-03-22,2,8.0,14.0,,,,
0,,0,2021-03-22,9,3.857142857142857,11.0,,,,
0,,0,2021-03-22,14,16.142857142857142,18.0,,,,
0,,0,2021-03-23,10,6.0,12.0,,,,
0,,0,2021-03-23,12,6.714285714285714,14.0,,,,
0,,0,2021-03-23,5,8.571428571428571,1.0,,,,
0,,0,2021-03-23,1,3.4285714285714284,4.0,,,,
0,,0,2021-03-23,14,15.714285714285714,17.0,,,,
0,,0,2021-03-24,18,8.571428571428571,0.0,,,,
0,,0,2021-03-24,10,8.142857142857142,0.0,,,,
0,,0,2021-03-24,8,8.428571428571429,9.0,,,,
0,,0,2021-03-24,10,4.571428571428571,2.0,,,,
0,,0,2021-03-24,3,13.857142857142858,16.0,,,,
0,,0,2021-03-25,16,10.0,6.0,,,,
0,,0,2021-03-25,2,6.571428571428571,13.0,,,,
0,,0,2021-03-25,5,7.571428571428571,11.0,,,,
0,,0,2021-03-25,9,5.857142857142857,0.0,,,,
0,,0,2021-03-25,6,12.142857142857142,18.0,,,,
0,,0,2021-03-26,7,9.857142857142858,8.0,,,,
0,,0,2021-03-26,0,5.857142857142857,5.0,,,,
0,,0,2021-03-26,8,6.428571428571429,16.0,,,,
0,,0,2021-03-26,13,7.285714285714286,3.0,,,,
0,,0,2021-03-26,12,12.0,13.0,,,,
0,,0,2021-03-27,2,10.142857142857142,0.0,,,,
0,,0,2021-03-27,5,6.0,4.0,,,,
0,,0,2021-03-27,6,6.285714285714286,7.0,,,,
0,,0,2021-03-27,6,7.142857142857143,7.0,,,,
0,,0,2021-03-27,2,9.857142857142858,17.0,,,,
0,,0,2021-03-28,2,8.857142857142858,11.0,,,,
0,,0,2021-03-28,17,7.0,10.0,,,,
0,,0,2021-03-28,8,6.0,10.0,,,,
0,,0,2021-03-28,1,7.0,2.0,,,,
0,,0,2021-03-28,15,9.428571428571429,18.0,,,,
0,,0,2021-03-29,0,7.857142857142857,7.0,,,,
0,,0,2021-03-29,9,7.857142857142857,3.0,,,,
0,,0,2021-03-29,17,8.142857142857142,2.0,,,,
0,,0,2021-03-29,8,6.857142857142857,9.0,,,,
0,,0,2021-03-29,8,8.571428571428571,14.0,,,,
0,,0,2021-03-30,4,7.0,10.0,,,,
0,,0,2021-03-30,4,6.714285714285714,12.0,,,,
0,,0,2021-03-30,11,9.0,5.0,,,,
0,,0,2021-03-30,15,8.857142857142858,1.0,,,,
0,,0,2021-03-30,7,7.571428571428571,14.0,,,,
0,,0,2021-03-31,9,5.714285714285714,18.0,,,,
0,,0,2021-03-31,9,6.571428571428571,10.0,,,,
0,,0,2021-03-31,7,8.857142857142858,8.0,,,,
0,,0,2021-03-31,12,9.142857142857142,10.0,,,,
0,,0,2021-03-31,19,9.857142857142858,3.0,,,,
0,,0,2021-04-01,6,4.285714285714286,16.0,,,,
0,,0,2021-04-01,11,7.857142857142857,2.0,,,,
0,,0,2021-04-01,7,9.142857142857142,5.0,,,,
0,,0,2021-04-01,8,9.0,9.0,,,,
0,,0,2021-04-01,12,10.714285714285714,6.0,,,,
0,,0,2021-04-02,8,4.428571428571429,7.0,,,,
0,,0,2021-04-02,1,8.0,0.0,,,,
0,,0,2021-04-02,17,10.428571428571429,8.0,,,,
0,,0,2021-04-02,19,9.857142857142858,13.0,,,,
0,,0,2021-04-02,16,11.285714285714286,12.0,,,,
0,,0,2021-04-03,6,5.0,2.0,,,,
0,,0,2021-04-03,12,9.0,5.0,,,,
0,,0,2021-04-03,19,12.285714285714286,6.0,,,,
0,,0,2021-04-03,3,9.428571428571429,6.0,,,,
0,,0,2021-04-03,16,13.285714285714286,2.0,,,,
0,,0,2021-04-04,8,5.857142857142857,2.0,,,,
0,,0,2021-04-04,7,7.571428571428571,17.0,,,,
0,,0,2021-04-04,14,13.142857142857142,8.0,,,,
0,,0,2021-04-04,9,10.571428571428571,1.0,,,,
0,,0,2021-04-04,16,13.428571428571429,15.0,,,,
0,,0,2021-04-05,7,6.857142857142857,0.0,,,,
0,,0,2021-04-05,1,6.428571428571429,9.0,,,,
0,,0,2021-04-05,6,11.571428571428571,17.0,,,,
0,,0,2021-04-05,11,11.0,8.0,,,,
0,,0,2021-04-05,0,12.285714285714286,8.0,,,,
0,,0,2021-04-06,11,7.857142857142857,4.0,,,,
0,,0,2021-04-06,19,8.571428571428571,4.0,,,,
0,,0,2021-04-06,10,11.428571428571429,11.0,,,,
0,,0,2021-04-06,16,11.142857142857142,15.0,,,,
0,,0,2021-04-06,7,12.285714285714286,7.0,,,,
0,,0,2021-04-07,1,6.714285714285714,9.0,,,,
0,,0,2021-04-07,0,7.285714285714286,9.0,,,,
0,,0,2021-04-07,19,13.142857142857142,7.0,,,,
0,,0,2021-04-07,13,11.285714285714286,12.0,,,,
0,,0,2021-04-07,18,12.142857142857142,19.0,,,,
0,,0,2021-04-08,0,5.857142857142857,6.0,,,,
0,,0,2021-04-08,4,6.285714285714286,11.0,,,,
0,,0,2021-04-08,15,14.285714285714286,7.0,,,,
0,,0,2021-04-08,13,12.0,8.0,,,,
0,,0,2021-04-08,5,11.142857142857142,12.0,,,,
0,,0,2021-04-09,15,6.857142857142857,8.0,,,,
0,,0,2021-04-09,8,7.285714285714286,1.0,,,,
0,,0,2021-04-09,3,12.285714285714286,17.0,,,,
0,,0,2021-04-09,1,9.428571428571429,19.0,,,,
0,,0,2021-04-09,2,9.142857142857142,16.0,,,,
0,,0,2021-04-10,4,6.571428571428571,6.0,,,,
0,,0,2021-04-10,16,7.857142857142857,12.0,,,,
0,,0,2021-04-10,5,10.285714285714286,19.0,,,,
0,,0,2021-04-10,19,11.714285714285714,3.0,,,,
0,,0,2021-04-10,4,7.428571428571429,16.0,,,,
0,,0,2021-04-11,2,5.714285714285714,8.0,,,,
0,,0,2021-04-11,8,8.0,7.0,,,,
0,,0,2021-04-11,2,8.571428571428571,14.0,,,,
0,,0,2021-04-11,10,11.857142857142858,9.0,,,,
0,,0,2021-04-11,12,6.857142857142857,16.0,,,,
0,,0,2021-04-12,11,6.285714285714286,7.0,,,,
0,,0,2021-04-12,10,9.285714285714286,1.0,,,,
